"Description: ","Heatwave definitions and aspects"
"Station: ","final_1971_2005_Constantinople_rcp45"
"Latitude: ","41.01"
"Longitude: ","28.97"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
time, CWM, CWA, CWN, CWD, CWF
2003, -6.53599670464527, -16.7956672194999, 2, 3, 6
2004, -10.0203567484888, -18.6842689354999, 1, 5, 5
2005, -7.23968075418986, -32.0279849016778, 8, 22, 60
2006, -1.84548611238656, -4.62539835679994, 3, 8, 19
2007, -8.24535563981306, -33.5065609309999, 7, 9, 35
2008, -2.66398159294731, -6.49031526884994, 2, 10, 18
2009, -1.69127420863237, -3.73362163043328, 2, 3, 6
2010, -13.827728337321, -25.3061855062443, 1, 5, 5
2011, -4.80712995178176, -26.7895289005999, 3, 10, 18
2012, -7.66383680737584, -24.1503500538664, 2, 3, 5
2013, -7.15071256476691, -40.0484164385555, 5, 12, 28
2014, -8.81606155956895, -13.0733928983109, 1, 7, 7
2015, -4.37043953688605, -10.6484617316444, 2, 6, 10
2016, -8.48517518913127, -24.4657112524499, 3, 5, 11
2017, -28.1266802735902, -46.0991187180832, 1, 4, 4
2018, -99.9, -99.9, 0, -99.9, 0
2019, -3.79132431806197, -11.1347413189332, 2, 6, 9
2020, -9.02911951814951, -29.0762034170109, 2, 19, 22
2021, -46.7589618012438, -162.974442197417, 2, 7, 12
2022, -99.9, -99.9, 0, -99.9, 0
2023, -15.0925031767075, -62.7154576079998, 2, 12, 15
2024, -99.9, -99.9, 0, -99.9, 0
2025, -8.28115007350979, -24.1034793074776, 3, 3, 9
2026, -99.9, -99.9, 0, -99.9, 0
2027, -13.8321319293808, -33.1501749851776, 2, 5, 8
2028, -99.9, -99.9, 0, -99.9, 0
2029, -99.9, -99.9, 0, -99.9, 0
2030, -99.9, -99.9, 0, -99.9, 0
2031, -7.44186254833605, -17.1234255760221, 1, 8, 8
2032, -99.9, -99.9, 0, -99.9, 0
2033, -12.9843778457596, -25.846573080872, 1, 4, 4
2034, -3.16678608016939, -4.41375404119992, 1, 4, 4
2035, -99.9, -99.9, 0, -99.9, 0
2036, -20.1634797214506, -38.4108988026997, 1, 7, 7
2037, -99.9, -99.9, 0, -99.9, 0
2038, -2.12014975956182, -5.79993581343321, 1, 7, 7
2039, -99.9, -99.9, 0, -99.9, 0
2040, -19.3023369738887, -25.007445087322, 1, 4, 4
2041, -13.6024963243164, -27.3643555329389, 2, 4, 7
2042, -99.9, -99.9, 0, -99.9, 0
2043, -9.38845354736958, -29.8484368418277, 3, 5, 11
2044, -18.4050078242111, -35.2549063722666, 1, 5, 5
2045, -99.9, -99.9, 0, -99.9, 0
2046, -5.64425194740237, -8.55529007599988, 2, 8, 12
2047, -7.38640901280672, -18.9063223402999, 3, 4, 11
2048, -14.9171496104267, -29.3789119350276, 2, 5, 9
2049, -10.3002988564814, -16.5278110293054, 1, 3, 3
2050, -99.9, -99.9, 0, -99.9, 0
2051, -99.9, -99.9, 0, -99.9, 0
2052, -19.6592836631001, -42.8882050022331, 2, 5, 9
2053, -99.9, -99.9, 0, -99.9, 0
2054, -20.3374554690677, -65.6229116826221, 1, 20, 20
2055, -11.2586728298366, -31.344019560511, 2, 7, 11
2056, -5.77902547454274, -17.2614060978, 3, 7, 18
2057, -4.34587752199581, -6.02897691070559, 1, 4, 4
2058, -7.93588852630192, -16.8640824321554, 3, 6, 14
2059, -9.39204390906366, -18.9687066404888, 2, 7, 10
2060, -28.4172357103082, -55.076982494461, 1, 6, 6
2061, -3.74856226868507, -5.56138845826654, 1, 3, 3
2062, -8.6001203310468, -28.6783050725554, 2, 16, 19
2063, -99.9, -99.9, 0, -99.9, 0
2064, -28.343724176069, -122.054580689022, 2, 7, 11
2065, -6.4355238291749, -8.00472858621657, 1, 2, 2
2066, -9.41943043014712, -17.1304572211499, 1, 4, 4
2067, -6.50001658982951, -10.2067179752998, 1, 3, 3
2068, -10.8782138945757, -21.5727947134, 2, 4, 8
2069, -23.3254264364823, -63.158304245911, 1, 12, 12
2070, -12.4111025131778, -59.9824871275109, 4, 9, 29
2071, -7.3450546895087, -9.29629998453328, 1, 7, 7
2072, -99.9, -99.9, 0, -99.9, 0
2073, -10.6497419401875, -23.6906707936109, 2, 5, 9
2074, -12.5514828780986, -17.6835663931555, 1, 4, 4
2075, -8.49417908529301, -22.1868350106, 2, 4, 7
2076, -4.73123487301519, -7.44550868457212, 1, 4, 4
2077, -27.1163423241417, -249.22793295005, 4, 12, 27
2078, -18.7351011946858, -45.4851616117331, 2, 9, 14
2079, -16.8293401658054, -45.4851616117331, 2, 3, 6
2080, -3.05104751422944, -10.3070562640887, 3, 5, 11
2081, -4.4810767361731, -10.6791709612666, 2, 3, 6
2082, -3.81192854126134, -7.25682052693324, 4, 5, 15
2083, -99.9, -99.9, 0, -99.9, 0
2084, -99.9, -99.9, 0, -99.9, 0
2085, -19.8728294291651, -35.9282676559553, 1, 4, 4
2086, -6.81771736997721, -17.0881205703999, 2, 4, 7
2087, -16.155580717065, -70.2356021434887, 2, 7, 10
2088, -99.9, -99.9, 0, -99.9, 0
2089, -99.9, -99.9, 0, -99.9, 0
2090, -7.46269853639706, -14.2453685758221, 1, 6, 6
2091, -5.78326668506232, -7.17812203788324, 1, 4, 4
2092, -99.9, -99.9, 0, -99.9, 0
2093, -99.9, -99.9, 0, -99.9, 0
2094, -99.9, -99.9, 0, -99.9, 0
2095, -13.9189065438214, -41.0310338386834, 3, 9, 17
2096, -99.9, -99.9, 0, -99.9, 0
2097, -99.9, -99.9, 0, -99.9, 0
2098, -99.9, -99.9, 0, -99.9, 0
2099, -1.02133875905394, -1.75150910479997, 1, 7, 7
2100, -99.9, -99.9, 0, -99.9, 0
