"Description: ","Heatwave definitions and aspects"
"Station: ","final_1971_2005_Vienna_rcp85"
"Latitude: ","48.2"
"Longitude: ","16.37"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
time, CWM, CWA, CWN, CWD, CWF
2024, -23.3261001306616, -127.477313317567, 4, 19, 57
2025, -15.9168266321135, -39.0778506602168, 1, 12, 12
2026, -12.7481557842355, -24.7614050644113, 3, 7, 19
2027, -16.8185990569156, -40.8172629554, 2, 9, 14
2028, -17.3388015171088, -37.1724537370889, 1, 7, 7
2029, -8.77445834389384, -16.1632012645279, 2, 4, 8
2030, -99.9, -99.9, 0, -99.9, 0
2031, -14.4687328892118, -36.5935433008168, 4, 12, 31
2032, -4.1846409453346, -10.78910459355, 3, 6, 10
2033, -5.9738755427937, -26.3926611635778, 2, 14, 17
2034, -4.3340126857612, -5.85641814795006, 1, 3, 3
2035, -5.87161640330292, -8.7339823816001, 1, 4, 4
2036, -12.6700326183327, -22.3591925782169, 1, 7, 7
2037, -15.5061755652037, -63.2426318005835, 4, 6, 19
2038, -32.9181151659912, -84.4468147128113, 1, 13, 13
2039, -99.9, -99.9, 0, -99.9, 0
2040, -9.5043883395978, -28.2007208655334, 3, 16, 23
2041, -8.17277807592999, -15.3292761309334, 2, 9, 13
2042, -22.1487217529636, -46.2396283948445, 3, 15, 31
2043, -14.1695914013682, -34.338662545089, 1, 15, 15
2044, -9.29305523889469, -19.8506826191557, 3, 4, 11
2045, -14.2779328351154, -33.4461643783111, 2, 10, 15
2046, -16.7735361869769, -33.4461643783111, 2, 10, 19
2047, -20.4849092281151, -41.5660514456557, 1, 13, 13
2048, -10.4318216949487, -17.0935542698668, 1, 4, 4
2049, -32.5703543215745, -153.566895300489, 2, 18, 22
2050, -8.73209268859857, -29.0563321918002, 2, 7, 11
2051, -18.8982945712635, -56.8668956602499, 2, 11, 15
2052, -37.3765845626578, -56.8668956602499, 1, 5, 5
2053, -99.9, -99.9, 0, -99.9, 0
2054, -99.9, -99.9, 0, -99.9, 0
2055, -6.21105413325381, -9.25191998173345, 1, 3, 3
2056, -3.04759565172235, -5.23707911766679, 1, 3, 3
2057, -99.9, -99.9, 0, -99.9, 0
2058, -13.3941957361905, -58.3899312403335, 2, 10, 14
2059, -8.76222876408334, -14.3240986916334, 1, 3, 3
2060, -23.439181384526, -56.8272731574224, 1, 6, 6
2061, -43.3413742343428, -72.9488593764668, 1, 9, 9
2062, -99.9, -99.9, 0, -99.9, 0
2063, -13.3124277568295, -52.7381245416501, 1, 23, 23
2064, -99.9, -99.9, 0, -99.9, 0
2065, -12.5898387174833, -47.4146577575278, 2, 14, 18
2066, -10.4679265010198, -40.7258070624891, 4, 6, 18
2067, -6.98843295360744, -13.3680740984, 1, 3, 3
2068, -9.62445606650569, -15.8683267844279, 1, 5, 5
2069, -62.2515684958034, -177.060027398467, 1, 12, 12
2070, -99.9, -99.9, 0, -99.9, 0
2071, -3.19793225379178, -4.96907657242236, 1, 4, 4
2072, -99.9, -99.9, 0, -99.9, 0
2073, -99.9, -99.9, 0, -99.9, 0
2074, -12.6203862244908, -17.3385383417002, 1, 3, 3
2075, -99.9, -99.9, 0, -99.9, 0
2076, -12.9868515972404, -16.9735547098723, 1, 4, 4
2077, -99.9, -99.9, 0, -99.9, 0
2078, -28.7614543474056, -47.2169423913778, 1, 8, 8
2079, -99.9, -99.9, 0, -99.9, 0
2080, -18.9883291826041, -34.5802992675668, 1, 7, 7
2081, -21.6897567361714, -34.5802992675668, 1, 6, 6
2082, -99.9, -99.9, 0, -99.9, 0
2083, -3.00865467372787, -4.35709964500007, 1, 4, 4
2084, -99.9, -99.9, 0, -99.9, 0
2085, -99.9, -99.9, 0, -99.9, 0
2086, -99.9, -99.9, 0, -99.9, 0
2087, -99.9, -99.9, 0, -99.9, 0
2088, -99.9, -99.9, 0, -99.9, 0
2089, -9.01572868351743, -20.3298726288668, 1, 9, 9
2090, -18.7060777709322, -50.7646407952448, 2, 8, 13
2091, -29.3591489481681, -69.99281102175, 1, 8, 8
2092, -23.5128539548598, -69.99281102175, 3, 12, 23
2093, -99.9, -99.9, 0, -99.9, 0
2094, -7.20775040525458, -11.5972344037335, 1, 5, 5
2095, -99.9, -99.9, 0, -99.9, 0
2096, -99.9, -99.9, 0, -99.9, 0
2097, -99.9, -99.9, 0, -99.9, 0
2098, -99.9, -99.9, 0, -99.9, 0
2099, -99.9, -99.9, 0, -99.9, 0
2100, -99.9, -99.9, 0, -99.9, 0
