"Description: ","Heatwave definitions and aspects"
"Station: ","final_1971_2005_Moscow_rcp45"
"Latitude: ","55.75"
"Longitude: ","37.56"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
time, CWM, CWA, CWN, CWD, CWF
2039, -99.9, -99.9, 0, -99.9, 0
2040, -9.72840505553784, -17.823530427297, 1, 3, 3
2041, -42.4501541241095, -88.5090413520001, 1, 5, 5
2042, -99.9, -99.9, 0, -99.9, 0
2043, -99.9, -99.9, 0, -99.9, 0
2044, -54.1734646136887, -169.015107133642, 3, 9, 19
2045, -16.4929112596885, -34.6640351130748, 3, 6, 14
2046, -6.68529237908333, -16.2572031600611, 1, 3, 3
2047, -23.0169137599762, -131.194702178522, 3, 13, 22
2048, -17.5947777719576, -53.8042799292944, 3, 10, 22
2049, -9.47686968644007, -25.2809647601583, 3, 6, 15
2050, -58.5857721004337, -80.7274677269499, 1, 10, 10
2051, -9.48580991330198, -19.70713394965, 3, 5, 12
2052, -15.9350683154571, -30.8697474054749, 1, 5, 5
2053, -99.9, -99.9, 0, -99.9, 0
2054, -50.1858401640825, -101.800991224625, 1, 8, 8
2055, -42.497082696805, -135.152556733775, 3, 6, 14
2056, -59.1071145432694, -59.1071145432694, 1, 1, 1
2057, -58.5036853553295, -127.990050584464, 2, 8, 14
2058, -14.1303011090113, -84.9709138457499, 2, 12, 13
2059, -16.5952123752399, -84.9709138457499, 3, 11, 24
2060, -30.4270647321794, -117.928936493925, 2, 13, 21
2061, -20.5272782829563, -29.3667636933276, 1, 3, 3
2062, -11.421689036818, -16.0668707320582, 1, 4, 4
2063, -99.9, -99.9, 0, -99.9, 0
2064, -33.8637042647428, -51.950064819361, 1, 7, 7
2065, -12.0012913310157, -21.0548514013722, 1, 3, 3
2066, -99.9, -99.9, 0, -99.9, 0
2067, -9.4061279790824, -20.897438798675, 1, 3, 3
2068, -20.045774106396, -47.4758071442526, 3, 9, 16
2069, -18.6889406044545, -36.6507453501748, 1, 6, 6
2070, -49.2398964369578, -162.003213799989, 3, 7, 16
2071, -44.4395634740858, -103.035974799297, 2, 6, 8
2072, -99.9, -99.9, 0, -99.9, 0
2073, -40.7850103622237, -71.1641757718415, 1, 9, 9
2074, -15.1711359497474, -37.0194739011387, 2, 9, 13
2075, -37.7002703751389, -67.62780275275, 1, 5, 5
2076, -30.7674328617794, -58.9664863851139, 1, 5, 5
2077, -29.9768057455701, -107.203351097364, 4, 7, 18
2078, -99.9, -99.9, 0, -99.9, 0
2079, -25.2362557726073, -114.930337107075, 5, 8, 26
2080, -19.0947245471203, -41.0290909722499, 2, 3, 6
2081, -4.47670116072771, -8.84830342007494, 1, 4, 4
2082, -99.9, -99.9, 0, -99.9, 0
2083, -7.37761196522018, -12.7829116502998, 1, 3, 3
2084, -99.9, -99.9, 0, -99.9, 0
2085, -99.9, -99.9, 0, -99.9, 0
2086, -5.09899514220637, -8.26946569421664, 1, 3, 3
2087, -24.9388990686156, -88.2435153774997, 2, 15, 23
2088, -75.0929227875869, -107.077898748236, 1, 7, 7
2089, -99.9, -99.9, 0, -99.9, 0
2090, -99.9, -99.9, 0, -99.9, 0
2091, -99.9, -99.9, 0, -99.9, 0
2092, -99.9, -99.9, 0, -99.9, 0
2093, -49.8393134964342, -69.216705722111, 1, 3, 3
2094, -99.9, -99.9, 0, -99.9, 0
2095, -99.9, -99.9, 0, -99.9, 0
2096, -99.9, -99.9, 0, -99.9, 0
2097, -99.9, -99.9, 0, -99.9, 0
2098, -99.9, -99.9, 0, -99.9, 0
2099, -99.9, -99.9, 0, -99.9, 0
2100, -99.9, -99.9, 0, -99.9, 0
