"Description: ","Heatwave definitions and aspects"
"Station: ","final_1971_2005_Vienna_rcp45"
"Latitude: ","48.2"
"Longitude: ","16.37"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
time, CWM, CWA, CWN, CWD, CWF
2053, -99.9, -99.9, 0, -99.9, 0
2054, -12.1463426647923, -82.114538286, 4, 14, 23
2055, -15.5543182883102, -40.5155946040667, 3, 14, 19
2056, -99.9, -99.9, 0, -99.9, 0
2057, -8.20628310011803, -26.5377688959751, 3, 6, 14
2058, -26.5275994900023, -57.1245280380281, 1, 10, 10
2059, -14.6237978970388, -57.1245280380281, 3, 11, 23
2060, -22.0385718760247, -147.019818235489, 2, 23, 26
2061, -99.9, -99.9, 0, -99.9, 0
2062, -31.8633609946278, -82.0534142941722, 1, 17, 17
2063, -99.9, -99.9, 0, -99.9, 0
2064, -28.9249862719078, -152.223142439522, 2, 8, 15
2065, -99.9, -99.9, 0, -99.9, 0
2066, -99.9, -99.9, 0, -99.9, 0
2067, -31.718216604543, -81.9051381405057, 1, 11, 11
2068, -9.90402943001619, -13.5428904786001, 1, 5, 5
2069, -28.7349870024302, -48.7526521093503, 1, 5, 5
2070, -34.8074728152845, -223.673874365022, 4, 8, 21
2071, -53.8293078662542, -223.673874365022, 3, 10, 20
2072, -5.79291823772564, -10.6338723099278, 3, 5, 9
2073, -10.3896865140204, -22.8232104742666, 3, 13, 25
2074, -11.5554270868398, -27.890222506275, 3, 3, 7
2075, -48.5204309503767, -93.0471143381501, 1, 5, 5
2076, -3.10049802842694, -4.41651403963622, 1, 3, 3
2077, -29.5990952582599, -175.227247646539, 2, 9, 13
2078, -6.31233968713475, -13.5100138884584, 1, 6, 6
2079, -29.6908741693724, -135.178249514245, 2, 11, 14
2080, -7.15992979375291, -23.42066568205, 2, 7, 12
2081, -23.7883018018264, -48.9089025024531, 1, 15, 15
2082, -99.9, -99.9, 0, -99.9, 0
2083, -15.9557064644415, -31.7005041811306, 1, 14, 14
2084, -7.42236539506943, -11.2580309414083, 1, 4, 4
2085, -14.8761357521239, -35.1962196933861, 3, 16, 30
2086, -10.6038568002226, -20.9035053234194, 2, 4, 8
2087, -10.6129272156959, -29.0391795911779, 2, 6, 11
2088, -99.9, -99.9, 0, -99.9, 0
2089, -99.9, -99.9, 0, -99.9, 0
2090, -99.9, -99.9, 0, -99.9, 0
2091, -12.0566820231954, -18.1396976124223, 1, 3, 3
2092, -9.6079790817048, -42.1100831009001, 3, 10, 20
2093, -30.7458561286275, -69.189207162036, 1, 9, 9
2094, -16.6565922214201, -57.217639305264, 4, 5, 17
2095, -7.07997233577626, -21.1310026706085, 1, 7, 7
2096, -99.9, -99.9, 0, -99.9, 0
2097, -14.4603791862199, -55.2484125963002, 2, 15, 18
2098, -11.9907016782148, -21.2339584145695, 1, 3, 3
2099, -2.73602051778545, -5.04401125748339, 1, 4, 4
2100, -99.9, -99.9, 0, -99.9, 0
