"Description: ","Heatwave definitions and aspects"
"Station: ","final_1971_2005_Moscow_rcp85"
"Latitude: ","55.75"
"Longitude: ","37.56"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
time, CWM, CWA, CWN, CWD, CWF
2045, -42.0911369113254, -127.882505888028, 2, 12, 15
2046, -25.6626180398482, -127.287015097667, 4, 10, 23
2047, -99.9, -99.9, 0, -99.9, 0
2048, -6.10702584926689, -9.9437604770002, 1, 5, 5
2049, -29.2196412073558, -139.503887433334, 2, 28, 31
2050, -16.6839372667845, -30.7715177678613, 2, 7, 13
2051, -99.9, -99.9, 0, -99.9, 0
2052, -11.6666554735141, -14.8297847563057, 2, 3, 6
2053, -26.5188084015002, -67.2284977296115, 2, 3, 6
2054, -99.9, -99.9, 0, -99.9, 0
2055, -70.3209927606114, -121.686725849834, 1, 5, 5
2056, -33.1215890530004, -49.1667421135004, 1, 3, 3
2057, -45.0496935642315, -166.750260495834, 2, 14, 23
2058, -99.0750771391169, -166.750260495834, 1, 10, 10
2059, -4.96586845562987, -9.09012373733365, 1, 3, 3
2060, -4.89368926622244, -4.89368926622244, 1, 1, 1
2061, -37.8391324163706, -54.7696887134447, 1, 3, 3
2062, -20.3159822225947, -32.4237065943336, 1, 5, 5
2063, -21.0092297920731, -32.4237065943336, 2, 4, 8
2064, -99.9, -99.9, 0, -99.9, 0
2065, -99.9, -99.9, 0, -99.9, 0
2066, -99.9, -99.9, 0, -99.9, 0
2067, -99.9, -99.9, 0, -99.9, 0
2068, -99.9, -99.9, 0, -99.9, 0
2069, -14.962445348028, -22.2288062614446, 1, 4, 4
2070, -102.628893233139, -160.551181725667, 1, 7, 7
2071, -22.7740660966357, -39.7025896785559, 2, 12, 15
2072, -99.9, -99.9, 0, -99.9, 0
2073, -99.9, -99.9, 0, -99.9, 0
2074, -99.9, -99.9, 0, -99.9, 0
2075, -99.9, -99.9, 0, -99.9, 0
2076, -99.9, -99.9, 0, -99.9, 0
2077, -99.9, -99.9, 0, -99.9, 0
2078, -99.9, -99.9, 0, -99.9, 0
2079, -99.9, -99.9, 0, -99.9, 0
2080, -99.9, -99.9, 0, -99.9, 0
2081, -99.9, -99.9, 0, -99.9, 0
2082, -99.9, -99.9, 0, -99.9, 0
2083, -99.9, -99.9, 0, -99.9, 0
2084, -17.3570723969963, -39.5704325737503, 1, 7, 7
2085, -99.9, -99.9, 0, -99.9, 0
2086, -99.9, -99.9, 0, -99.9, 0
2087, -99.9, -99.9, 0, -99.9, 0
2088, -99.9, -99.9, 0, -99.9, 0
2089, -99.9, -99.9, 0, -99.9, 0
2090, -99.9, -99.9, 0, -99.9, 0
2091, -99.9, -99.9, 0, -99.9, 0
2092, -11.1564647822779, -17.4060163512502, 1, 3, 3
2093, -99.9, -99.9, 0, -99.9, 0
2094, -99.9, -99.9, 0, -99.9, 0
2095, -99.9, -99.9, 0, -99.9, 0
2096, -99.9, -99.9, 0, -99.9, 0
2097, -99.9, -99.9, 0, -99.9, 0
2098, -99.9, -99.9, 0, -99.9, 0
2099, -99.9, -99.9, 0, -99.9, 0
2100, -99.9, -99.9, 0, -99.9, 0
