"Description: ","Heatwave definitions and aspects"
"Station: ","final_1971_2005_Paris_rcp45"
"Latitude: ","48.85"
"Longitude: ","2.35"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
time, CWM, CWA, CWN, CWD, CWF
2028, -5.07425894924631, -12.7832786381916, 2, 6, 9
2029, -6.74054314357291, -15.7005346359305, 3, 5, 14
2030, -99.9, -99.9, 0, -99.9, 0
2031, -7.61954171970633, -23.8526105956417, 2, 9, 12
2032, -9.43728508147787, -18.7354895927499, 3, 27, 36
2033, -8.56267983012424, -27.5145508348583, 1, 18, 18
2034, -22.2557163656718, -33.6597502732972, 1, 7, 7
2035, -18.1445335116339, -54.8754558908917, 3, 6, 12
2036, -15.1380152806468, -29.6743771731778, 1, 13, 13
2037, -99.9, -99.9, 0, -99.9, 0
2038, -11.1593014035715, -20.6019568509194, 1, 4, 4
2039, -7.03330477869892, -15.6235904848972, 1, 5, 5
2040, -15.7462910439067, -23.5090165565139, 2, 6, 9
2041, -99.9, -99.9, 0, -99.9, 0
2042, -3.98649415257406, -5.45232822194162, 1, 6, 6
2043, -99.9, -99.9, 0, -99.9, 0
2044, -12.2745507992445, -14.9801352132055, 1, 5, 5
2045, -11.99031488815, -19.3272918683777, 1, 5, 5
2046, -5.02537846376427, -7.50971103535272, 2, 10, 13
2047, -12.6552549191799, -58.6428451931778, 3, 10, 24
2048, -8.58704053487921, -19.4793774953722, 4, 10, 21
2049, -7.30099361327384, -18.3578537714251, 2, 7, 10
2050, -8.97072168021673, -17.9216920656751, 2, 12, 17
2051, -5.01993726874971, -16.8488541999249, 2, 11, 15
2052, -49.648533097707, -88.8218247994502, 1, 8, 8
2053, -99.9, -99.9, 0, -99.9, 0
2054, -9.92699508384032, -37.9568344988556, 2, 23, 27
2055, -12.438601478697, -17.7149284846499, 2, 6, 12
2056, -5.25430868196666, -10.3342395627167, 1, 3, 3
2057, -3.90429344897874, -4.93625775815003, 1, 3, 3
2058, -11.7921750227202, -30.0388053906084, 1, 8, 8
2059, -10.0120010065238, -30.0388053906084, 2, 7, 13
2060, -25.6763943883512, -60.4547624971416, 1, 18, 18
2061, -10.321286181737, -13.1539102226027, 1, 3, 3
2062, -15.0081716159579, -33.905487287175, 1, 17, 17
2063, -99.9, -99.9, 0, -99.9, 0
2064, -12.0145877562717, -15.6302721115, 1, 6, 6
2065, -99.9, -99.9, 0, -99.9, 0
2066, -99.9, -99.9, 0, -99.9, 0
2067, -29.0364199659914, -44.1727807426749, 1, 11, 11
2068, -99.9, -99.9, 0, -99.9, 0
2069, -18.6984365044269, -47.2831815514277, 2, 4, 7
2070, -10.7305002925171, -43.5316408287056, 2, 11, 16
2071, -9.36044739250659, -22.085933972025, 2, 5, 8
2072, -99.9, -99.9, 0, -99.9, 0
2073, -17.9634356716563, -33.933754176875, 1, 18, 18
2074, -1.40957364709584, -2.34740013992501, 1, 4, 4
2075, -17.7820862069352, -53.1425443512304, 2, 6, 10
2076, -9.16891312694632, -15.7595590542749, 1, 10, 10
2077, -8.60893464082217, -18.7961161684498, 2, 5, 8
2078, -15.4128128770139, -19.5947038697556, 1, 7, 7
2079, -99.9, -99.9, 0, -99.9, 0
2080, -4.07665753291978, -10.09500285915, 2, 4, 8
2081, -99.9, -99.9, 0, -99.9, 0
2082, -4.29822284589724, -5.31567985702509, 1, 4, 4
2083, -2.39243483162313, -4.78353784374997, 1, 3, 3
2084, -99.9, -99.9, 0, -99.9, 0
2085, -18.6462928755464, -65.9388484082999, 2, 10, 14
2086, -1.15544406816531, -2.22192352555839, 1, 6, 6
2087, -99.9, -99.9, 0, -99.9, 0
2088, -99.9, -99.9, 0, -99.9, 0
2089, -99.9, -99.9, 0, -99.9, 0
2090, -9.29236549019448, -15.5394353896084, 1, 3, 3
2091, -99.9, -99.9, 0, -99.9, 0
2092, -2.90314392760347, -4.54517020739167, 2, 4, 7
2093, -99.9, -99.9, 0, -99.9, 0
2094, -6.35946064002969, -12.0704495416583, 2, 6, 11
2095, -99.9, -99.9, 0, -99.9, 0
2096, -99.9, -99.9, 0, -99.9, 0
2097, -6.26616687637665, -10.478508255964, 1, 7, 7
2098, -99.9, -99.9, 0, -99.9, 0
2099, -99.9, -99.9, 0, -99.9, 0
2100, -99.9, -99.9, 0, -99.9, 0
